Name;Latitude;Longitude;Label
Near H.N.G. Gate, MWRM+C8W, Delhi-Rohtak Road, Model Town, Bahadurgarh, Haryana 124507, India;28.69101;76.933234;bad
Shop No, 41, Nahara - Nahari Rd, Model Town, Bahadurgarh, Haryana 124507, India;28.693259;76.932426;bad
MWMJ+8PJ, Shastri nagar, Bahadurgarh, Haryana 124507, India;28.683329;76.93177;good
Metro pillar 837, Dtdc courier SPD LOGISTICS, Model Town, Bahadurgarh, Haryana 124507, India;28.691086;76.932775;bad
Metro pillar 837, Dtdc courier SPD LOGISTICS, Model Town, Bahadurgarh, Haryana 124507, India;28.691086;76.932775;bad
35, Nahara - Nahari Rd, near Union Bank Of India, Model Town, Bahadurgarh, Haryana 124507, India;28.694105;76.932909;bad
2/312, Gali Number 5, Aggarwal Colony, Bahadurgarh, Haryana 124507, India;28.698626;76.934886;bad
Shop No. 62, Opposite Union Bank, Nahara - Nahari Rd, Model Town, Bahadurgarh, Haryana 124507, India;28.693185;76.932384;bad
QC2G+3V Bahadurpur, Uttar Pradesh, India;28.750146;77.427242;good
JG2X+62 Bambawar, Uttar Pradesh, India;28.600579;77.547521;bad
C4HR+W53, Baliawas, Bandhwari, Haryana 122003, India;28.42981;77.140914;good
Bandwari, Dera Mandi, Bandhwari, Haryana 122102, India;28.414935;77.156986;bad
SECONDARY WING, GOVERNMENT SCHOOL BANDHWARI, Bandhwari, Haryana 122102, India;28.403082;77.14874;bad
RF9R+7P Bandipur, Uttar Pradesh, India;28.818244;77.491808;good
PFQG+JW2, Duhai, Basantpur Saitli, Uttar Pradesh 201003, India;28.739322;77.476637;good
R967+WF Bhagot, Uttar Pradesh, India;28.812265;77.363663;bad
VF5G+W2 Bhanaira, Uttar Pradesh, India;28.859859;77.475071;good
VF5C+WG Bhanaira, Uttar Pradesh, India;28.859859;77.471294;bad
RJJJ+J4 Bhatjan, Uttar Pradesh, India;28.831535;77.630296;bad
RJ9J+V8 Bhojpur, Uttar Pradesh, India;28.819729;77.630832;good
Delta 1, Block A, Delta I, Brahmpur Rajraula Urf Nawada, Uttar Pradesh, India;28.478444;77.525734;bad
251, Fatehpuri, near, Chandni Chowk, Delhi 110014, India;28.656693;77.223745;bad
CRCW+FH Chand Nagar, Haryana, India;28.421146;76.846447;good
3007, Chandni Chowk Rd, Maliwara, Shah Ganj, Old Delhi, Chawri Bazar, Delhi 110006, India;28.656192;77.230663;bad
1059, Sitaram Bazar Rd, Bazar Sirkiwalan, Chawri Bazar, Old Delhi, Chawri Bazar, Delhi 110006, India;28.647791;77.228527;bad
VVFC+X4 Chhanauli-R, Haryana, India;28.874968;76.870308;good
Q8GG+3QJ, Chirauri, Uttar Pradesh 201102, India;28.774932;77.32684;bad
Q89J+QM Chirauri, Uttar Pradesh, India;28.76939;77.331648;bad
35, Chabi Ganj, Kashmere Gate, Chowk, Delhi 110006, India;28.665844;77.227543;bad
35, Chabi Ganj, Kashmere Gate, Chowk, Delhi 110006, India;28.665873;77.227701;bad
35, Chabi Ganj, Kashmere Gate, Chowk, Delhi 110006, India;28.665869;77.227681;bad
Q8WQ+MJ Dagarpur, Uttar Pradesh, India;28.796697;77.339115;bad
R85H+V5 Dagarpur, Uttar Pradesh, India;28.809684;77.327999;bad
213, Bawana Rd, Shiv Vihar, Shahbad Daulatpur Village, Rohini, Daulatpur, Delhi 110042, India;28.745072;77.112679;bad
Q8Q3+PP Daultabad Motapur, Uttar Pradesh, India;28.789347;77.304262;good
Shop G- 10 Regent Mall, Hardhyan Singh Marg, behind Gaffar Market, Block 32, Krishna Nagar, Karol Bagh, Delhi, 110005, India;28.651994;77.188372;good
JX59+XRP, Najafgarh Dhansa Rd, Gopal Nagar Extension, Najafgarh, Delhi, 110043, India;28.609857;76.969609;bad
A118, Chaukhandi, Vishnu Garden, Delhi, 110018, India;28.645532;77.094908;bad
M6CW+27 Delhi, India;28.670108;77.245684;bad
198/C, Pushpanjali, Karkardooma, Anand Vihar, Delhi, 110092, India;28.654176;77.308822;bad
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671234;77.231432;bad
392, Sector A1, Narela, Delhi, 110040, India;28.840411;77.103584;bad
478/8, Rohtak Rd, Ekta Enclave, Peeragarhi Village, Paschim Vihar, Delhi, 110087, India;28.679647;77.092439;bad
M49X+FV8, Madan Park, Block B, East Punjabi Bagh, Punjabi Bagh, Delhi, 110026, India;28.668661;77.149429;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
J242+PCJ, Old Dharampura, Masudabad, Najafgarh, Delhi, 110043, India;28.60678;77.001058;bad
C26a Mansarovar Garden, Block H, Kirti Nagar, Delhi, 110015, India;28.649972;77.144006;good
Red Fort Metro Station Lal Qila, Metro Station Lal Qila, Lajpat Rai Market, Chandni Chowk, Delhi, 110006, India;28.657344;77.23664;bad
A-8, Service Rd, near Navjeevan Hospital, Pushpanjali Enclave, Pitam Pura, Delhi, 110034, India;28.694988;77.108133;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
Office no 123,1st floor DT city centre,DLF mall, Block AO, Poorbi Shalimar Bag, Shalimar Bagh, Delhi, 110088, India;28.702917;77.158077;good
94, Patel Rd, Block I, Karampura West, Karam Pura, Delhi, 110015, India;28.664406;77.139985;bad
P4/214, Aman Vihar No 7 Galli, Block P4, Aman Vihar, Sultanpuri, Delhi, 110086, India;28.70318;77.073786;bad
D14/ 197, First Floor, opposite Metro Pillar Number 414, Pocket 30, Sector 7D, Rohini, Delhi, 110085, India;28.711821;77.119863;bad
64, New Shabhapur Gujran, Shastri Park, Karawal Nagar, Delhi, 110094, India;28.670667;77.244589;bad
Mukherji Nagar Baandh, Gopalpur Village, Delhi, 110009, India;28.715496;77.216157;bad
R35V+5Q6, Holambi Main Rd, Holambi Kalan, Delhi, 110082, India;28.807749;77.094216;bad
2875, Bahadurgarh Rd, near Teliwara, Teliwara, Sadar Bazaar, Delhi, 110006, India;28.660008;77.21531;bad
106-107, Sector 11, Rohini, Delhi, 110085, India;28.730213;77.107044;bad
Phase-2 Shed No- 1/10, 1/11, DSIDC Complex Near New Police station, Nand Nagri, Mandoli, Delhi, 110093, India;28.698434;77.309423;bad
16, Rd Number 56, West Punjabi Bagh, Punjabi Bagh, Delhi, 110026, India;28.667046;77.125537;good
M4V3+JHV, Sector 2, Mangolpuri, Delhi, 110083, India;28.693809;77.103614;bad
Plot 6, Sector 19B, Dwarka, Delhi, 110075, India;28.578172;77.0428;bad
125, Pocket E 20, Pocket 20, Sector 3E, Rohini, Delhi, 110085, India;28.699593;77.104541;bad
Shop No 7773, Sadar Nala Road, Nawab Rd, near kishan masale wala, Basti Harphool Singh, Sarai Khalil, Sadar Bazaar, Delhi, 110006, India;28.657562;77.210788;good
Uttam Nagar Terminal, JJ Colony, Uttam Nagar, Delhi, 110059, India;28.625613;77.065459;bad
Jahangir Puri Metro Station, Bhalswa Jahangirpuri, Jahangirpuri, Delhi, 110033, India;28.726764;77.162095;bad
251/3, Post Office Block, Block D, Krishna Nagar, Delhi, 110051, India;28.660285;77.281301;bad
Kirti Nagar, Delhi, 110015, India;28.654627;77.136972;good
P3WV+RH8, Bawana Rd, Block B, Prahladpur, Rohini, Delhi, 110042, India;28.747077;77.093849;bad
Arun Jaitley Stadium Delhi Gate, IG Indoor Stadium, ITO, Vikram Nagar, Delhi, 110002, India;28.635336;77.248528;bad
Chandni Chowk, New Delhi, Omaxe, M64P+8F9, Chandni Chowk, Delhi, 110006, India;28.655953;77.236376;bad
HALL, RAJDHANI COLLEGE, Block C, Bali Nagar, Delhi, 110015, India;28.655158;77.126449;bad
Mata Sundari Mor Woman Court DDU Marg, Mata Sundari Railway Colony, Mandi House, Delhi, 110002, India;28.631209;77.234084;bad
Hotel Mount Shiva Deluxe 5, Arakasha Road, Arya Nagar, Paharganj, Delhi, 110055, India;28.645626;77.217386;bad
Mukarba Chowk, Jahangirpuri Industrial Area, Jahangirpuri, Delhi, 110033, India;28.73456;77.155477;good
M44V+734, DLE Industrial Area, Kirti Nagar, Delhi, 110015, India;28.655539;77.142559;bad
122-D/1, S Block Rd, Vikas Nagar, Shiv Vihar, Hastsal, Delhi, 110058, India;28.647168;77.048417;bad
M3JC+XM4, Camp No 3, Block X, JJ Colony No 3, Nangloi, Delhi, 110041, India;28.682278;77.071376;bad
Sarai Basti, Daya Basti, Delhi, 110035, India;28.668745;77.176041;bad
J7V2+44 Delhi, India;28.642848;77.250284;good
Street No. 05, B-Block, Indira Gandhi Park, Sultanpuri, Delhi, 110086, India;28.698079;77.07761;bad
D5-65, Block D, Sultanpuri, Delhi, 110086, India;28.700498;77.072799;bad
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671234;77.231432;bad
H2QQ+P7 Delhi, India;28.589373;77.038177;good
170, Patparganj Industrial Area, Patparganj, Delhi, 110092, India;28.63894;77.314583;bad
236, Kucha Tiku Shah, Ajmeri Gate, Delhi, 110006, India;28.648134;77.225711;good
MILAP BHAWAN, BAHADUR SHAH ZAFAR MARG, Maharao Krishna Marg, Bahadur Shah Zafar Marg, Vikram Nagar, Delhi, 110002, India;28.632655;77.241169;bad
REST ROOM, SHALIMAR BAGH, Haiderpur, Shalimar Bagh, Delhi, 110088, India;28.720074;77.15412;good
1/3224, Main Mandoli Rd, near Aggarwal sweets, Ram Nagar Extension, Ram Nagar, Shahdara, Delhi, 110032, India;28.682764;77.296176;bad
CPRTI / Delhi Jal Board, Central Ridge Reserve Forest, Delhi, 110001, India;28.63652;77.191981;bad
Geeta Colony Pul, Raj Ghat, Delhi, 110002, India;28.649836;77.252497;bad
J2GC+RW9, Nangli Vihar Extension, Baprola, Delhi, 110043, India;28.62824;77.02281;bad
Shop No-956/B Masjid Shahi Bagh Wali Near, Town Hall, Chandni Chowk, Delhi, 110006, India;28.657109;77.227041;good
ISBT Kashmere Gate, Inter State Bus Terminal, Old Delhi, Delhi, 110006, India;28.666753;77.229505;bad
Shamshan Ghat Pusta, Geeta Colony, Delhi, 110031, India;28.655445;77.263841;bad
u-250shakarpur laxmi nagar, Yamuna Bank, Delhi, 110092, India;28.628226;77.267318;good
Shop No-956/B Masjid Shahi Bagh Wali Near, Town Hall, Chandni Chowk, Delhi, 110006, India;28.657189;77.227045;bad
PLOT NO. 20, OLD KAKROLA ROAD (OPPOSITE ROSEWOOD HOSPITAL, Sangam Vihar, Dharampura, Najafgarh, Delhi, 110043, India;28.607287;76.999344;bad
Rohini West station, Rohini, Delhi, 110085, India;28.71471;77.116394;good
Gandhi Vihar, Gopalpur Village, Delhi, 110009, India;28.722316;77.216223;bad
J7MQ+5VR Acharya Nagraj Marg, Block A, Preet Vihar, New Delhi, Block A, Preet Vihar, Delhi, 110092, India;28.63298;77.289526;bad
A3/351, near Park, Sultanpuri, Delhi, 110086, India;28.695858;77.075636;bad
M765+RG7, Pushta Rd, Gandhi Nagar, Seelampur, Shahdara, Delhi, 110031, India;28.661851;77.258913;bad
M8RF+88H, New Light Colony, Leprosy Home Complex, Dilshad Garden, Delhi, 110093, India;28.690965;77.323046;bad
16, Rajpur Rd, Ludlow Castle, Civil Lines, Delhi, 110054, India;28.675389;77.216442;bad
M4R4+9V5, Maharshi Parshuram Marg, Maulana Azad Society, Co-operative Group Housing Societies Pitampura, Pitam Pura, Delhi, 110034, India;28.690715;77.106958;bad
765, Bahadurgarh Rd, Azad Market, Sheesh Mahal, Sadar Bazaar, Delhi, 110006, India;28.661789;77.209626;good
Naini Lake, P54V+RQV, Block A 2, Model Town Phase I, Model Town, Delhi, 110009, India;28.707252;77.194444;bad
698 main bara tooti chowk sadar bazar delhi, Narain Market, Sadar Bazaar, Delhi, 110006, India;28.658388;77.212718;bad
F-36, near Metro Pillar Number 81, C Block, Preet Vihar, Delhi, 110092, India;28.638926;77.291621;bad
1816 Mohammad din Elachi Marg, Turkman Gate, Chandni Chowk, Delhi, 110006, India;28.641598;77.232213;good
A-29, Ramgarh, Bhalswa Jahangirpuri, Jahangirpuri, Delhi, 110033, India;28.725987;77.162683;bad
e-block, 1181, Bhalswa Jahangirpuri, Jahangirpuri, Delhi, 110033, India;28.725491;77.163046;bad
157, Kucha Tiku Shah, Ajmeri Gate, Delhi, 110006, India;28.647136;77.225456;bad
J354+6PP, Raja Puri, Matiala, Delhi, 110059, India;28.608098;77.056855;good
4-5, Shahzada Bagh, Industrial Area, Opp, Inderlok, Delhi, 110035, India;28.612517;77.277318;bad
M4XC+9H6, Service Rd, Block B, Saraswati Vihar, Pitam Pura, Delhi, 110034, India;28.698649;77.121294;good
Legends The Merchant Group 243, Vardhman Plaza, New, Saint Nagar Delhi, Rani Bagh, Pitam Pura, Delhi, 110034, India;28.68934;77.133405;good
01, Kashmere Gate, Delhi, 110006, India;28.666602;77.229617;bad
Highland Apartment Block-A, HIGHLAND APARTMENT, Sector 12 Dwarka, Dwarka, Delhi, 110078, India;28.591093;77.036731;bad
Q6F3+53 Delhi, India;28.772939;77.202702;good
M883+M9V, Rd Number 71, Vishwas Nagar Extension, Vishwas Nagar, Jhilmil Colony, Delhi, 110032, India;28.666595;77.30338;bad
78B, Sector 19, Rohini, Delhi, 110042, India;28.734306;77.138348;good
JA Block Ashok Vihar, J BLock, Police Colony, Pocket J, Phase 1, Ashok Vihar, Delhi, 110052, India;28.686736;77.172824;bad
H1/139-140, Main Road Opposite Gurudwara, New Seelampur, New Seelampur I, Shahdara, Delhi, 110053, India;28.671138;77.267051;bad
A 41, Guru Teg B Nagar, M Ptp Marg, Block B, Model Town Phase I, Model Town, Delhi, 110009, India;28.702336;77.1951;good
231, Pocket D-14, Pocket 14, Sector 7D, Rohini, Delhi, 110085, India;28.71141;77.120457;good
01, Kashmere Gate, Delhi, 110006, India;28.666602;77.229617;bad
Q44X+CV5, Swaroop Nagar, Block F, Swaroop Nagar, Bhalswa, Delhi, 110042, India;28.755824;77.148856;bad
Beriwala Bagh, Hari Nagar, Delhi, 110064, India;28.631505;77.111887;bad
J8P2+66F EDMC Park, Gurudwara Rd, I.P.Extension, Patparganj, Delhi, 110092, India;28.63561;77.3003;good
34-B, near Peeragarhi Metro Station, Ekta Enclave, Udyog Nagar, Paschim Vihar, Delhi, 110087, India;28.679833;77.092907;bad
Moti Nagar Industrial Area, Delhi, 110015, India;28.657466;77.148676;bad
J887+FFW, Al Fahad Rd, Mayur Vihar Phase I, Block 16, Kalyan Puri, Delhi, 110091, India;28.61624;77.313799;bad
Seelampur Metro Station, Phase 1, Block B, Shahdara, Delhi, 110053, India;28.670775;77.265447;good
0098, RPS Complex, Raj Ghat, Delhi, 100002, India;28.638816;77.25726;bad
Shamshan Ghat Pusta, Geeta Colony, Delhi, 110031, India;28.655288;77.264156;bad
M3M8+29, JJ Colony No 1, Nangloi, Delhi, 110041, India;28.682362;77.065786;bad
B5/164, Indira Gandhi Park, Sultanpuri, Delhi, 110086, India;28.697665;77.075808;bad
J7C6+WC Delhi, India;28.622334;77.261071;bad
New Delhi,, 11, Sector 19, Pocket 3, Sector 11 Dwarka, Dwarka, Delhi, 110075, India;28.587137;77.048427;bad
P5CR+PM Delhi, India;28.721831;77.191647;bad
No. 331, Chandni Chowk Rd, Haveli Haider Kuli, Chandni Chowk, Delhi, 110006, India;28.656575;77.224122;bad
Unit 2, Lower Ground Floor Parsvnath Mall, Akshardham Metro Station, Akshardham, New Delhi, Pandav Nagar, Delhi, 110092, India;28.617835;77.279373;good
Azad Hind Fauj Marg, Block A, Sewak Park, Kakrola, Delhi, 110059, India;28.613868;77.033122;bad
1099, opposite side, Kucha Natwa, Chandni Chowk, Delhi, 110006, India;28.657137;77.228032;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
R3VR+H2V, Bawana Rd, Narela Mandi, Narela, Delhi, 110040, India;28.844043;77.090019;good
Administrative Block, DRM Office block, J6Q9+FXF, State Entry Rd, Railway Colony, Delhi, 110002, India;28.638624;77.219886;bad
Rohini West station, Rohini, Delhi, 110085, India;28.71471;77.116394;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;good
J7VX+G7R, Vikas Marg, Gagan Vihar, Swasthya Vihar, Delhi, 110092, India;28.643759;77.29807;bad
A- block, Maharishi Balaram Marg, JJ Colony, Shakurpur Colony, Shakurpur, Delhi, 110034, India;28.686508;77.147072;bad
BKJ14, Mangal Bazar Rd, Block A, Sultanpuri, Delhi, 110086, India;28.69536;77.074297;bad
R-206, Greater Kailash I, Mukherjee Nagar, Delhi, 110048, India;28.707729;77.214219;bad
Welcome Metro Station, Phase 4, Block C, Shahdara, Delhi, 110032, India;28.672407;77.276207;bad
Britannia, Dr Lohia Industrial Area, Keshav Puram, Shakurpur, Delhi, 110034, India;28.685002;77.148953;bad
Khalsa College, Block 52, Karol Bagh, Delhi, 110005, India;28.6548;77.189005;bad
R557+QC Delhi, India;28.809393;77.163575;bad
4/27 SUBHASH NAGAR, NEW DELHI, Ankur Enclave, Paschim Vihar, Delhi, 110027, India;28.664947;77.096663;good
M4V3+JJ3, Outer Ring Rd, Sector 2, Pitam Pura, Delhi, 110083, India;28.693918;77.104026;bad
HALL, RAJDHANI COLLEGE, Block C, Bali Nagar, Delhi, 110015, India;28.655158;77.126449;bad
M3MH+R52, Bhim Nagar, Block D, Delhi State Industrial and Infrastructure Development, Nangloi, Delhi, 110041, India;28.683884;77.078402;bad
102, Grand Trunk Rd, Jhangirpuri, Lal Bagh, Azadpur, Delhi, 110033, India;28.706976;77.18053;bad
M6P6+VR, University Enclave, Delhi, 110007, India;28.687081;77.211862;bad
Rohini West station, Rohini, Delhi, 110085, India;28.71471;77.116394;good
64, New Shabhapur Gujran, Shastri Park, Karawal Nagar, Delhi, 110094, India;28.670701;77.244521;bad
6, Pipal Wala Rd, Block E, Bhagwati Garden, Nawada, Delhi, 110066, India;28.624018;77.039201;bad
M7CC+VQC, Phase 3, Shahdara, Delhi, 110032, India;28.671799;77.271867;bad
P477+HFQ, Sector 6 Rd, Sector 6, Rohini, Delhi, 110085, India;28.71402;77.113725;good
J27M+6C2, Azad Hind Fauj Marg, Dwarka Sector-3, Kakrola, Delhi, 110078, India;28.612854;77.033464;good
Delhi Secretariat, IG Indoor Stadium, ITO, Vikram Nagar, Delhi, 110002, India;28.627992;77.251354;good
Shanti Nagar, Shanti Nagar, Tri Nagar, Delhi, 110035, India;28.677565;77.167175;bad
32, Peera Garhi Flyover, Ekta Enclave, Peeragarhi Village, Paschim Vihar, Delhi, 110087, India;28.678454;77.094249;bad
UNIT NO. 524, 6th Floor West End Mall, Janakpuri District Center, Janakpuri, Delhi, 110058, India;28.629882;77.078821;good
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
M6H7+VR7, Rani Jhansi Rd, Kamla Nehru Ridge, Civil Lines, Delhi, 110007, India;28.680033;77.215354;bad
J7PR+JV3, Block C, C Block, Preet Vihar, Delhi, 110092, India;28.636646;77.292;bad
New Delhi Railway Station Gate 1, Railway Colony, Delhi, 110002, India;28.641236;77.218731;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
Maharana Pratap Inter State Bus Terminal Metro Station, Metro Station Kashmere Gate, Kashmere Gate, Delhi, 110006, India;28.667624;77.229954;bad
J5QQ+73F, Old Rajinder Nagar, Rajinder Nagar, Delhi, 110001, India;28.638287;77.187623;good
197a, Peera Garhi Flyover, Ekta Enclave, Peeragarhi Village, Mangolpuri, Delhi, 110087, India;28.679623;77.092661;bad
St. Xavier School Shahbad, Rama Enclave, Shahbad Daulatpur Village, Rohini, Delhi, 110042, India;28.745532;77.103217;good
Clock Tower, DEEN DAYAL UPADHYAY HOSPITAL, Hari Enclave, Hari Nagar, Delhi, 110064, India;28.628101;77.112229;bad
Rohini Sec 27 and 30 Crossing, Shiv Vihar, Sector 28, Rohini, Delhi, 110042, India;28.74778;77.089562;bad
A/114, Bagicha St, Vishwas Nagar, Shahdara, Delhi, 110032, India;28.664902;77.299089;bad
M67W+6M Delhi, India;28.663042;77.246689;bad
Adarsh Nagar, Delhi, India;28.716628;77.17042;bad
5319, Sadar Thana Rd, Pahari Dhiraj, Sadar Bazaar, Delhi, 110006, India;28.658242;77.212677;bad
J6PG+6HF, CGRC Rd, Minto Road Complex, Sushant Lok Phase 1, Minto Bridge Colony, Barakhamba, Delhi, 110002, India;28.635519;77.226641;good
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671234;77.231432;bad
920 Western Mall, Nearest, Metro Station Janakpuri West, Janakpuri District Center, Janakpuri, Delhi, 110058, India;28.629141;77.077844;good
190/3, Adhyapak Nagar, Rishal Garden, Nangloi, Delhi, 110041, India;28.66229;77.04983;bad
H2QQ+P7 Delhi, India;28.589373;77.038177;good
D-1, Basti Vikas Kendra, West Jyoti Nagar, Nand Nagri, Mandoli, Delhi, 110093, India;28.699173;77.304004;bad
1704, Shyama Prasad Mukherjee Marg, near by Peeli Kothi, Bara Chamarwara, Khari Baoli, Old Delhi, Delhi, 110006, India;28.662086;77.218862;bad
285, Chawri Bazar Rd, Kucha Mir Ashiq, Manohar Market, Hauz Qazi, Chandni Chowk, Delhi, 110006, India;28.650526;77.231379;good
M692+847, Kherian Mohalla, Subzi Mandi, Delhi, 110007, India;28.668354;77.200231;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
H3P4+JVW, Sector 10 Dwarka, Dwarka, Delhi, 110075, India;28.586232;77.057073;bad
Geeta Colony, Geeta Colony, Delhi, 110031, India;28.652262;77.266343;bad
2316 , pelli buillding, opposite Punjab National Bank Arya Samaj Road Karol Bagh New Delhi, Block 12D, Beadonpura, Karol Bagh, Delhi, 110005, India;28.650004;77.189564;good
M67W+5H Delhi, India;28.662945;77.246453;bad
Shop No-1234 New Cloth Market, Sadar Thana Rd, Green Market, Narain Market, Sadar Bazaar, Delhi, 110006, India;28.657628;77.212502;bad
P5CR+PM Delhi, India;28.721831;77.191647;good
No. 5180, Basant Rd, Sidarth Basti, Aram Bagh, Paharganj, Delhi, 110055, India;28.639806;77.216583;bad
Pan mandi Sadar, Rui Mandi, Sadar Bazaar, Delhi, 110006, India;28.658561;77.21277;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
A 4 , 1st floor flat No 2 Shiv mandir mohalla Badli Near shiv chouk, Badli, Rohini, Delhi, 110042, India;28.731016;77.141643;bad
M3VR+XG3, Block D, Mangolpuri, Delhi, 110083, India;28.694892;77.091309;bad
M6WC+X4Q, Banarsi Das Estate, Timarpur, Delhi, 110054, India;28.697601;77.220527;bad
M8G3+9XW, Damodar Park Industrial Area, Block R, Dilshad Garden, Delhi, 110095, India;28.675777;77.304892;bad
10, Veer Savarkar Block, Sector 3, Preet Vihar, Delhi, 110092, India;28.637232;77.286564;good
25, Najafgarh Rd, Block Z, Rajouri Garden Extension, Rajouri Garden, Delhi, 110027, India;28.644885;77.114965;good
H-48, Rohtak Rd, Udyog Nagar, Mangolpuri, Delhi, 110041, India;28.679814;77.093091;bad
M64R+79X, Lal Qila, Chandni Chowk, Delhi, 110006, India;28.655706;77.240993;good
D3/84, Block D3, Block D, Sultanpuri, Delhi, 110086, India;28.699914;77.073593;bad
P477+HFQ, Sector 6 Rd, Sector 6, Rohini, Delhi, 110085, India;28.71402;77.113725;bad
